2021-12-12 08:12:666 INFO  ManageDriver :32 - Launching chrome browser
2021-12-12 10:12:438 INFO  ProductPage :110 - Clicking on add to cart button: [[ChromeDriver: chrome on WINDOWS (3a0cadeaf655141b16ffe132b1781d84)] -> css selector: button[name='Submit'] span]
2021-12-12 10:12:55 INFO  ProductPage :119 - clicking on close button: [[ChromeDriver: chrome on WINDOWS (3a0cadeaf655141b16ffe132b1781d84)] -> xpath: //span[@title='Close window']]
2021-12-13 10:12:228 INFO  ManageDriver :32 - Launching chrome browser
2021-12-13 10:12:985 INFO  HomePage :35 - clicking on women button: [[ChromeDriver: chrome on WINDOWS (cdcf0f5a0d33a6a63cf4dd59b26b796f)] -> xpath: //a[@title='Women']]
2021-12-13 10:12:06 INFO  ProductPage :64 - clicking on blouse button: Proxy element for: DefaultElementLocator 'By.xpath: //a[normalize-space()='Blouse']'
2021-12-13 10:12:110 INFO  ProductPage :96 - clearing value in quantity field : [[ChromeDriver: chrome on WINDOWS (cdcf0f5a0d33a6a63cf4dd59b26b796f)] -> css selector: #quantity_wanted]
2021-12-13 10:12:243 INFO  ProductPage :99 - Input quantity : [[ChromeDriver: chrome on WINDOWS (cdcf0f5a0d33a6a63cf4dd59b26b796f)] -> css selector: #quantity_wanted]
2021-12-13 10:12:429 INFO  ProductPage :105 - Selecting size: [[ChromeDriver: chrome on WINDOWS (cdcf0f5a0d33a6a63cf4dd59b26b796f)] -> css selector: #group_1]
2021-12-13 10:12:523 INFO  ProductPage :80 - clicking on white colour : [[ChromeDriver: chrome on WINDOWS (cdcf0f5a0d33a6a63cf4dd59b26b796f)] -> xpath: //a[@id='color_8']]
2021-12-13 10:12:612 INFO  ProductPage :110 - Clicking on add to cart button: [[ChromeDriver: chrome on WINDOWS (cdcf0f5a0d33a6a63cf4dd59b26b796f)] -> css selector: button[name='Submit'] span]
2021-12-13 10:12:515 INFO  ProductPage :119 - clicking on close button: [[ChromeDriver: chrome on WINDOWS (cdcf0f5a0d33a6a63cf4dd59b26b796f)] -> xpath: //span[@title='Close window']]
2021-12-13 10:12:380 INFO  ManageDriver :32 - Launching chrome browser
2021-12-13 10:12:664 INFO  HomePage :35 - clicking on women button: [[ChromeDriver: chrome on WINDOWS (b31afe1db6cd5d3891402d17557c5463)] -> xpath: //a[@title='Women']]
2021-12-13 10:12:678 INFO  ProductPage :67 - clicking on printed dress button: Proxy element for: DefaultElementLocator 'By.xpath: //a[normalize-space()='Printed Chiffon Dress']'
2021-12-13 10:12:800 INFO  ProductPage :96 - clearing value in quantity field : [[ChromeDriver: chrome on WINDOWS (b31afe1db6cd5d3891402d17557c5463)] -> css selector: #quantity_wanted]
2021-12-13 10:12:965 INFO  ProductPage :99 - Input quantity : [[ChromeDriver: chrome on WINDOWS (b31afe1db6cd5d3891402d17557c5463)] -> css selector: #quantity_wanted]
2021-12-13 10:12:129 INFO  ProductPage :105 - Selecting size: [[ChromeDriver: chrome on WINDOWS (b31afe1db6cd5d3891402d17557c5463)] -> css selector: #group_1]
2021-12-13 10:12:210 INFO  ProductPage :83 - clicking on orange color: [[ChromeDriver: chrome on WINDOWS (b31afe1db6cd5d3891402d17557c5463)] -> xpath: //a[@id='color_13']]
2021-12-13 10:12:284 INFO  ProductPage :110 - Clicking on add to cart button: [[ChromeDriver: chrome on WINDOWS (b31afe1db6cd5d3891402d17557c5463)] -> css selector: button[name='Submit'] span]
2021-12-13 10:12:224 INFO  ProductPage :119 - clicking on close button: [[ChromeDriver: chrome on WINDOWS (b31afe1db6cd5d3891402d17557c5463)] -> xpath: //span[@title='Close window']]
2021-12-13 10:12:100 INFO  ManageDriver :32 - Launching chrome browser
2021-12-13 10:12:479 INFO  HomePage :35 - clicking on women button: [[ChromeDriver: chrome on WINDOWS (2546f916b77cb29b235ee275005529eb)] -> xpath: //a[@title='Women']]
2021-12-13 10:12:228 INFO  ProductPage :70 - clicking on printed chiffon button: Proxy element for: DefaultElementLocator 'By.xpath: //a[normalize-space()='Printed Chiffon Dress']'
2021-12-13 10:12:320 INFO  ProductPage :96 - clearing value in quantity field : [[ChromeDriver: chrome on WINDOWS (2546f916b77cb29b235ee275005529eb)] -> css selector: #quantity_wanted]
2021-12-13 10:12:453 INFO  ProductPage :99 - Input quantity : [[ChromeDriver: chrome on WINDOWS (2546f916b77cb29b235ee275005529eb)] -> css selector: #quantity_wanted]
2021-12-13 10:12:528 INFO  ProductPage :105 - Selecting size: [[ChromeDriver: chrome on WINDOWS (2546f916b77cb29b235ee275005529eb)] -> css selector: #group_1]
2021-12-13 10:12:638 INFO  ProductPage :86 - clicking on Green color: [[ChromeDriver: chrome on WINDOWS (2546f916b77cb29b235ee275005529eb)] -> xpath: //a[@id='color_15']]
2021-12-13 10:12:731 INFO  ProductPage :110 - Clicking on add to cart button: [[ChromeDriver: chrome on WINDOWS (2546f916b77cb29b235ee275005529eb)] -> css selector: button[name='Submit'] span]
2021-12-13 10:12:525 INFO  ProductPage :119 - clicking on close button: [[ChromeDriver: chrome on WINDOWS (2546f916b77cb29b235ee275005529eb)] -> xpath: //span[@title='Close window']]
2021-12-13 10:12:475 INFO  ManageDriver :32 - Launching chrome browser
2021-12-13 10:12:280 INFO  HomePage :35 - clicking on women button: [[ChromeDriver: chrome on WINDOWS (8d8f8a582d30835ac27d7239dc5348f0)] -> xpath: //a[@title='Women']]
2021-12-13 10:12:709 INFO  ProductPage :73 - clicking on summer dress button: Proxy element for: DefaultElementLocator 'By.xpath: (//a[@title='Printed Summer Dress'][normalize-space()='Printed Summer Dress'])[2]'
2021-12-13 10:12:799 INFO  ProductPage :96 - clearing value in quantity field : [[ChromeDriver: chrome on WINDOWS (8d8f8a582d30835ac27d7239dc5348f0)] -> css selector: #quantity_wanted]
2021-12-13 10:12:931 INFO  ProductPage :99 - Input quantity : [[ChromeDriver: chrome on WINDOWS (8d8f8a582d30835ac27d7239dc5348f0)] -> css selector: #quantity_wanted]
2021-12-13 10:12:87 INFO  ProductPage :105 - Selecting size: [[ChromeDriver: chrome on WINDOWS (8d8f8a582d30835ac27d7239dc5348f0)] -> css selector: #group_1]
2021-12-13 10:12:339 INFO  ManageDriver :32 - Launching chrome browser
2021-12-13 10:12:702 INFO  HomePage :51 - clicking on sign In: [[ChromeDriver: chrome on WINDOWS (139fd6da08051fabdb7d323abb206cda)] -> css selector: a[title='Log in to your customer account']]
2021-12-13 10:12:755 INFO  SignInPage :104 - verifying authentication txt : AUTHENTICATION
2021-12-13 10:12:798 INFO  ManageDriver :32 - Launching chrome browser
2021-12-13 10:12:479 INFO  HomePage :35 - clicking on women button: [[ChromeDriver: chrome on WINDOWS (0f6ae121871f94104167d83b54e6142f)] -> xpath: //a[@title='Women']]
2021-12-13 10:12:543 INFO  WomenCategoryPage :42 - verifying text from women title: [[ChromeDriver: chrome on WINDOWS (0f6ae121871f94104167d83b54e6142f)] -> xpath: //span[@class='navigation_page']]
2021-12-13 10:12:878 INFO  ManageDriver :32 - Launching chrome browser
2021-12-13 10:12:482 INFO  HomePage :51 - clicking on sign In: [[ChromeDriver: chrome on WINDOWS (654bdc3f9dd3c065d93e18c657453ac8)] -> css selector: a[title='Log in to your customer account']]
2021-12-13 10:12:613 INFO  SignInPage :63 - Entering email id: [[ChromeDriver: chrome on WINDOWS (654bdc3f9dd3c065d93e18c657453ac8)] -> xpath: //input[@id='email']]
2021-12-13 10:12:780 INFO  SignInPage :69 - Entering password: [[ChromeDriver: chrome on WINDOWS (654bdc3f9dd3c065d93e18c657453ac8)] -> xpath: //input[@id='passwd']]
2021-12-13 10:12:490 INFO  SignInPage :74 - click on sign in button: [[ChromeDriver: chrome on WINDOWS (654bdc3f9dd3c065d93e18c657453ac8)] -> xpath: //span[normalize-space()='Sign in']]
2021-12-13 10:12:514 INFO  SignInPage :87 - clicking on register button: [[ChromeDriver: chrome on WINDOWS (654bdc3f9dd3c065d93e18c657453ac8)] -> css selector: div[class='alert alert-danger'] ol li]
2021-12-13 10:12:433 INFO  ManageDriver :32 - Launching chrome browser
2021-12-13 10:12:833 INFO  HomePage :51 - clicking on sign In: [[ChromeDriver: chrome on WINDOWS (022a840ade03bd31d0dcb3d1b8be7e61)] -> css selector: a[title='Log in to your customer account']]
2021-12-13 10:12:47 INFO  SignInPage :63 - Entering email id: [[ChromeDriver: chrome on WINDOWS (022a840ade03bd31d0dcb3d1b8be7e61)] -> xpath: //input[@id='email']]
2021-12-13 10:12:166 INFO  SignInPage :69 - Entering password: [[ChromeDriver: chrome on WINDOWS (022a840ade03bd31d0dcb3d1b8be7e61)] -> xpath: //input[@id='passwd']]
2021-12-13 10:12:293 INFO  SignInPage :74 - click on sign in button: [[ChromeDriver: chrome on WINDOWS (022a840ade03bd31d0dcb3d1b8be7e61)] -> xpath: //span[normalize-space()='Sign in']]
2021-12-13 10:12:311 INFO  SignInPage :87 - clicking on register button: [[ChromeDriver: chrome on WINDOWS (022a840ade03bd31d0dcb3d1b8be7e61)] -> css selector: div[class='alert alert-danger'] ol li]
2021-12-13 10:12:641 INFO  ManageDriver :32 - Launching chrome browser
2021-12-13 10:12:808 INFO  HomePage :51 - clicking on sign In: [[ChromeDriver: chrome on WINDOWS (3925f495f02fdf698d0f928e42689b43)] -> css selector: a[title='Log in to your customer account']]
2021-12-13 10:12:959 INFO  SignInPage :63 - Entering email id: [[ChromeDriver: chrome on WINDOWS (3925f495f02fdf698d0f928e42689b43)] -> xpath: //input[@id='email']]
2021-12-13 10:12:147 INFO  SignInPage :69 - Entering password: [[ChromeDriver: chrome on WINDOWS (3925f495f02fdf698d0f928e42689b43)] -> xpath: //input[@id='passwd']]
2021-12-13 10:12:676 INFO  SignInPage :74 - click on sign in button: [[ChromeDriver: chrome on WINDOWS (3925f495f02fdf698d0f928e42689b43)] -> xpath: //span[normalize-space()='Sign in']]
2021-12-13 10:12:701 INFO  SignInPage :87 - clicking on register button: [[ChromeDriver: chrome on WINDOWS (3925f495f02fdf698d0f928e42689b43)] -> css selector: div[class='alert alert-danger'] ol li]
2021-12-13 10:12:60 INFO  ManageDriver :32 - Launching chrome browser
2021-12-13 10:12:198 INFO  HomePage :51 - clicking on sign In: [[ChromeDriver: chrome on WINDOWS (79b148661d6f853da1ef1344631bfdb7)] -> css selector: a[title='Log in to your customer account']]
2021-12-13 10:12:391 INFO  SignInPage :63 - Entering email id: [[ChromeDriver: chrome on WINDOWS (79b148661d6f853da1ef1344631bfdb7)] -> xpath: //input[@id='email']]
2021-12-13 10:12:563 INFO  SignInPage :69 - Entering password: [[ChromeDriver: chrome on WINDOWS (79b148661d6f853da1ef1344631bfdb7)] -> xpath: //input[@id='passwd']]
2021-12-13 10:12:539 INFO  SignInPage :74 - click on sign in button: [[ChromeDriver: chrome on WINDOWS (79b148661d6f853da1ef1344631bfdb7)] -> xpath: //span[normalize-space()='Sign in']]
2021-12-13 10:12:560 INFO  SignInPage :87 - clicking on register button: [[ChromeDriver: chrome on WINDOWS (79b148661d6f853da1ef1344631bfdb7)] -> css selector: div[class='alert alert-danger'] ol li]
2021-12-13 10:12:926 INFO  ManageDriver :32 - Launching chrome browser
2021-12-13 10:12:749 INFO  HomePage :51 - clicking on sign In: [[ChromeDriver: chrome on WINDOWS (50aa9ba0dfe7a2b6953a5724a67bb7e3)] -> css selector: a[title='Log in to your customer account']]
2021-12-13 10:12:927 INFO  SignInPage :63 - Entering email id: [[ChromeDriver: chrome on WINDOWS (50aa9ba0dfe7a2b6953a5724a67bb7e3)] -> xpath: //input[@id='email']]
2021-12-13 10:12:62 INFO  SignInPage :69 - Entering password: [[ChromeDriver: chrome on WINDOWS (50aa9ba0dfe7a2b6953a5724a67bb7e3)] -> xpath: //input[@id='passwd']]
2021-12-13 10:12:666 INFO  SignInPage :74 - click on sign in button: Proxy element for: DefaultElementLocator 'By.xpath: //span[normalize-space()='Sign in']'
2021-12-13 10:12:729 INFO  SignInPage :93 - verifying sign out button is displayed: [[ChromeDriver: chrome on WINDOWS (50aa9ba0dfe7a2b6953a5724a67bb7e3)] -> xpath: //a[@title='Log me out']]
2021-12-13 10:12:574 INFO  ManageDriver :32 - Launching chrome browser
2021-12-13 10:12:817 INFO  HomePage :51 - clicking on sign In: [[ChromeDriver: chrome on WINDOWS (20b5bef8cef23f1f9853821040c3931a)] -> css selector: a[title='Log in to your customer account']]
2021-12-13 10:12:995 INFO  SignInPage :63 - Entering email id: [[ChromeDriver: chrome on WINDOWS (20b5bef8cef23f1f9853821040c3931a)] -> xpath: //input[@id='email']]
2021-12-13 10:12:130 INFO  SignInPage :69 - Entering password: [[ChromeDriver: chrome on WINDOWS (20b5bef8cef23f1f9853821040c3931a)] -> xpath: //input[@id='passwd']]
2021-12-13 10:12:555 INFO  SignInPage :74 - click on sign in button: Proxy element for: DefaultElementLocator 'By.xpath: //span[normalize-space()='Sign in']'
2021-12-13 10:12:694 INFO  SignInPage :98 - clicking on sign out button: [[ChromeDriver: chrome on WINDOWS (20b5bef8cef23f1f9853821040c3931a)] -> xpath: //a[@title='Log me out']]
2021-12-13 10:12:745 INFO  HomePage :63 - Sign in link is displayed : [[ChromeDriver: chrome on WINDOWS (20b5bef8cef23f1f9853821040c3931a)] -> css selector: a[title='Log in to your customer account']]
